,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
1072,Miguel Gutiérrez,ESP,DF,Girona,La Liga,22.0,2001.0,33.7,2,34,5,14.7,1.01,0.15,0.06,0.4,22.3,0,0,0,2.8,2.8,0.08,-0.8,-0.8,1595,1855,86.0,24623,6547,860,916,93.9,590,685,86.1,96,146,65.8,7,7.5,6.8,-0.5,42,102,56,19,146,80,2.37,70,1,2,6,0,1,13,0.39,13,0,0,0,0,0,2182,116,630,933,640,61,2182,63,25,39.7,30,47.6,1278,6954,3076,74,69,15,57,32,1427,184,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2
1073,Albert Guðmundsson,ISL,"FW,MF",Genoa,Serie A,26.0,1997.0,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,4.1,4.2,907,1213,74.8,15139,4812,447,514,87.0,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120,144,4.3,57,61,3,10,13,0,15,0.45,8,3,1,2,1,0,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0
1074,Joško Gvardiol,CRO,DF,Manchester City,Premier League,21.0,2002.0,25.9,4,32,13,40.6,1.24,0.5,0.13,0.31,15.6,0,0,0,3.1,3.1,0.1,0.9,0.9,1671,1919,87.1,25207,6169,931,1010,92.2,618,695,88.9,77,107,72.0,1,1.4,2.1,-0.4,18,141,16,3,136,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0,2179,67,452,1124,622,60,2179,45,26,57.8,14,31.1,1285,6099,3249,63,49,15,23,14,1529,115,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3
1075,Emmanuel Gyasi,GHA,"DF,FW",Empoli,Serie A,29.0,1994.0,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,10.5,0,0,0,3.5,3.5,0.22,-2.5,-2.5,412,550,74.9,5864,1972,244,292,83.6,138,177,78.0,12,29,41.4,2,1.5,1.0,0.5,10,22,14,3,41,27,1.29,17,2,1,4,2,1,3,0.14,3,0,0,0,0,0,739,49,187,351,212,34,739,21,3,14.3,15,71.4,398,1793,639,15,14,4,25,21,432,60,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1
1076,Norbert Gyömbér,SVK,DF,Salernitana,Serie A,31.0,1992.0,19.6,0,4,0,0.0,0.2,0.0,0.0,0.0,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,630,750,84.0,11574,4495,229,258,88.8,335,374,89.6,57,99,57.6,0,0.2,0.1,-0.2,5,33,0,0,42,9,0.46,8,0,1,0,0,0,1,0.05,1,0,0,0,0,0,961,137,491,442,34,8,961,9,5,55.6,3,33.3,427,2249,799,4,3,0,16,2,460,2,36,18,30,6,0,20,26,76.9,6,33,23,10,23,59,77,2
1077,Erling Haaland,NOR,FW,Manchester City,Premier League,23.0,2000.0,28.4,27,113,50,44.2,3.99,1.76,0.18,0.4,11.9,1,7,8,29.2,22.9,0.2,-2.2,-2.9,295,388,76.0,3234,567,197,242,81.4,56,70,80.0,5,8,62.5,5,4.3,2.2,0.7,29,16,11,0,26,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0,636,15,36,206,398,183,628,30,12,40.0,16,53.3,357,1628,728,35,13,22,41,19,489,126,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0
1078,Nicolas Haas,SUI,MF,Empoli,Serie A,27.0,1996.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,14.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,63,4,15,36,12,1,63,0,0,0.0,0,0.0,35,141,35,0,1,0,1,0,41,4,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,1,0
1079,Janik Haberer,GER,"MF,DF",Union Berlin,Bundesliga,29.0,1994.0,13.6,1,15,3,20.0,1.11,0.22,0.07,0.33,19.1,0,0,0,0.9,0.8,0.05,0.1,0.2,412,553,74.5,6596,1785,218,263,82.9,147,186,79.0,32,66,48.5,1,0.6,1.2,0.4,10,28,6,5,47,28,2.06,25,0,0,2,1,0,2,0.15,2,0,0,0,0,0,705,26,162,372,176,17,705,19,8,42.1,10,52.6,275,1136,456,10,9,0,17,5,389,36,36,24,16,13,7,22,45,48.9,23,21,4,17,12,48,18,0
1080,Robin Hack,GER,"FW,MF",Gladbach,Bundesliga,24.0,1998.0,15.0,10,43,22,51.2,2.87,1.47,0.23,0.45,19.9,0,0,0,3.9,3.9,0.09,6.1,6.1,389,525,74.1,5837,1474,219,256,85.5,115,148,77.7,30,61,49.2,2,2.3,2.0,-0.3,25,25,16,6,46,45,3.0,32,8,4,1,0,0,2,0.13,2,0,0,0,0,0,753,11,116,337,311,65,753,60,26,43.3,31,51.7,468,2855,1378,50,39,20,49,36,551,103,15,8,6,7,2,4,17,23.5,13,16,0,16,14,29,21,0
1081,Antwoine Hackford,ENG,FW,Sheffield Utd,Premier League,19.0,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2,100.0,14,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,2,2,0,4,1,0,0.0,1,100.0,3,11,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1082,Munir El Haddadi,MAR,FW,Las Palmas,La Liga,27.0,1995.0,27.2,3,42,11,26.2,1.54,0.4,0.07,0.27,16.7,3,0,1,4.3,3.5,0.08,-1.3,-0.5,584,760,76.8,8540,2061,335,386,86.8,179,227,78.9,38,76,50.0,2,1.9,2.8,0.1,24,40,22,1,78,62,2.28,41,5,5,2,8,1,5,0.18,3,1,0,1,0,0,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0
1083,Jaouen Hadjam,ALG,DF,Nantes,Ligue 1,20.0,2003.0,1.2,0,1,0,0.0,0.8,0.0,0.0,0.0,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0,80,103,77.7,1332,517,37,43,86.0,36,44,81.8,5,12,41.7,0,0.4,0.2,-0.4,4,6,6,3,10,7,5.53,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,120,5,25,57,39,2,120,0,0,0.0,0,0.0,91,592,301,6,3,0,4,3,84,17,6,4,5,1,0,1,2,50.0,1,0,0,0,3,9,2,0
1084,Ianis Hagi,ROU,"MF,FW",Alavés,La Liga,24.0,1998.0,8.9,0,26,8,30.8,2.91,0.9,0.0,0.0,23.9,4,0,1,2.8,2.0,0.08,-2.8,-2.0,194,301,64.5,3661,1189,100,119,84.0,61,93,65.6,31,65,47.7,2,2.0,1.8,0.0,24,21,12,4,32,48,5.37,26,15,3,3,1,0,1,0.11,1,0,0,0,0,0,405,2,32,162,222,25,404,27,14,51.9,8,29.6,224,1175,576,17,13,2,13,13,249,58,17,12,2,14,1,5,12,41.7,7,8,0,8,5,22,4,0
1085,Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,25.0,1998.0,17.0,2,21,9,42.9,1.24,0.53,0.1,0.22,22.7,0,0,0,1.1,1.1,0.05,0.9,0.9,694,825,84.1,11528,4135,324,372,87.1,310,350,88.6,45,63,71.4,1,1.6,1.6,-0.6,17,95,19,1,97,41,2.42,34,1,2,1,2,1,7,0.41,5,0,1,0,1,0,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0
1086,Massadio Haïdara,MLI,DF,Lens,Ligue 1,30.0,1992.0,8.2,0,3,0,0.0,0.36,0.0,0.0,0.0,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,358,431,83.1,5791,2060,169,194,87.1,149,169,88.2,24,42,57.1,1,0.2,0.4,0.8,1,19,8,4,40,6,0.73,4,1,0,1,0,0,1,0.12,1,0,0,0,0,0,513,50,165,233,118,9,513,4,0,0.0,4,100.0,342,1864,832,8,14,2,6,5,312,25,9,8,5,3,1,4,6,66.7,2,7,2,5,11,20,32,3
1087,Oualid El Hajjam,MAR,"DF,MF",Le Havre,Ligue 1,32.0,1991.0,4.4,0,8,3,37.5,1.83,0.69,0.0,0.0,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,176,234,75.2,2859,1034,97,111,87.4,56,70,80.0,17,38,44.7,0,0.9,0.3,-0.9,7,12,4,2,16,12,2.76,9,0,1,0,2,0,1,0.23,0,0,0,0,1,0,289,9,96,133,64,10,289,5,4,80.0,1,20.0,191,1013,460,7,5,0,8,1,169,27,8,7,5,2,1,2,9,22.2,7,5,1,4,6,14,10,0
1088,Achraf Hakimi,MAR,DF,Paris S-G,Ligue 1,24.0,1998.0,21.5,4,42,12,28.6,1.96,0.56,0.1,0.33,19.8,9,0,0,4.2,4.2,0.1,-0.2,-0.2,1712,1979,86.5,25356,8074,948,1030,92.0,613,696,88.1,77,125,61.6,5,5.2,4.2,-0.2,43,153,45,13,218,93,4.33,79,1,2,5,5,1,14,0.65,13,0,0,1,0,0,2217,68,425,976,835,67,2217,57,27,47.4,30,52.6,1762,9215,4942,84,78,22,33,33,1679,230,29,19,14,9,6,17,34,50.0,17,28,4,24,12,41,28,2
1089,Lewis Hall,ENG,DF,Newcastle Utd,Premier League,18.0,2004.0,8.7,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.3,0.3,0.03,0.7,0.7,452,552,81.9,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,0,0.3,0.7,-0.3,3,41,3,1,46,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,668,35,255,285,137,12,668,18,9,50.0,7,38.9,343,1783,1035,19,16,5,9,13,400,27,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1
1090,Sébastien Haller,CIV,FW,Dortmund,Bundesliga,29.0,1994.0,4.4,0,7,2,28.6,1.59,0.45,0.0,0.0,10.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9,78,115,67.8,1019,237,47,66,71.2,19,27,70.4,3,3,100.0,1,0.7,0.9,0.3,5,9,1,0,11,11,2.53,10,0,0,1,0,0,1,0.23,1,0,0,0,0,0,161,9,18,78,68,24,161,5,4,80.0,1,20.0,77,353,175,11,4,2,10,4,116,34,1,0,0,1,0,1,1,100.0,0,4,1,3,0,1,7,0
1091,Gustavo Hamer,NED,MF,Sheffield Utd,Premier League,26.0,1997.0,32.3,4,49,13,26.5,1.52,0.4,0.08,0.31,23.5,6,0,0,3.0,3.0,0.06,1.0,1.0,754,1102,68.4,12591,4875,371,449,82.6,266,346,76.9,80,222,36.0,6,6.1,4.6,-0.1,70,94,37,7,135,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,1402,63,285,648,485,44,1402,58,28,48.3,28,48.3,621,3307,1568,36,26,13,37,17,760,86,39,21,17,15,7,16,59,27.1,43,33,9,24,29,68,35,0
1092,Andreas Hanche-Olsen,NOR,DF,Mainz 05,Bundesliga,26.0,1997.0,11.0,1,4,1,25.0,0.36,0.09,0.25,1.0,6.6,0,0,0,0.7,0.7,0.17,0.3,0.3,342,439,77.9,6167,2299,134,165,81.2,177,202,87.6,27,60,45.0,0,0.0,0.1,0.0,1,10,0,0,19,6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,539,60,303,226,14,5,539,0,0,0.0,0,0.0,253,1219,485,1,1,0,4,2,282,0,20,12,10,8,2,10,16,62.5,6,10,4,6,11,31,41,0
1093,Isak Hansen-Aarøen,NOR,MF,Werder Bremen,Bundesliga,18.0,2004.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,14,78.6,161,52,5,6,83.3,4,5,80.0,1,2,50.0,0,0.1,0.1,-0.1,1,0,1,0,2,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21,0,3,9,10,0,21,2,0,0.0,2,100.0,14,128,72,2,2,0,1,2,14,3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
1094,Ridgeciano Haps,SUR,DF,Genoa,Serie A,30.0,1993.0,8.6,0,4,0,0.0,0.47,0.0,0.0,0.0,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,161,221,72.9,2722,710,88,102,86.3,54,80,67.5,17,26,65.4,1,0.7,0.4,0.3,3,6,4,1,13,7,0.81,6,0,0,1,0,0,1,0.12,1,0,0,0,0,0,285,14,76,99,111,18,285,9,3,33.3,6,66.7,159,740,303,13,6,6,13,8,170,42,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1
1095,Genki Haraguchi,JPN,MF,Stuttgart,Bundesliga,32.0,1991.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,18,77.8,205,53,8,9,88.9,5,5,100.0,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21,2,5,14,2,1,21,0,0,0.0,0,0.0,7,47,30,1,0,0,0,0,16,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0
1096,Amine Harit,MAR,"MF,FW",Marseille,Ligue 1,26.0,1997.0,20.2,1,33,8,24.2,1.63,0.4,0.03,0.13,17.7,1,0,0,3.7,3.7,0.11,-2.7,-2.7,815,966,84.4,12457,3325,404,449,90.0,311,351,88.6,49,88,55.7,2,3.7,3.6,-1.7,39,86,33,5,127,90,4.45,66,5,9,2,7,1,7,0.35,7,0,0,0,0,0,1184,13,113,573,515,64,1184,75,39,52.0,27,36.0,969,6200,2888,84,69,11,43,37,904,112,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0
1097,Luke Harris,WAL,MF,Fulham,Premier League,18.0,2005.0,0.8,0,1,1,100.0,1.2,1.2,0.0,0.0,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3,11,14,78.6,172,14,5,8,62.5,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,19,1,8,6,5,1,19,2,0,0.0,2,100.0,9,39,6,0,1,0,0,0,11,0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
1098,Jack Harrison,ENG,"MF,FW",Everton,Premier League,26.0,1996.0,24.6,3,34,9,26.5,1.38,0.37,0.09,0.33,17.8,1,0,0,3.6,3.6,0.11,-0.6,-0.6,409,631,64.8,5825,2378,243,291,83.5,127,195,65.1,23,73,31.5,3,3.4,3.3,-0.4,28,37,34,11,62,66,2.68,46,2,3,7,6,2,7,0.28,5,0,0,1,1,0,935,36,167,338,445,59,935,75,29,38.7,39,52.0,539,3250,1546,65,31,14,68,41,580,135,37,22,12,12,13,17,49,34.7,32,25,5,20,12,49,24,0
1099,Abdou Harroui,NED,"MF,FW",Frosinone,Serie A,25.0,1998.0,11.3,3,32,11,34.4,2.83,0.97,0.06,0.18,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,303,383,79.1,4174,1016,186,216,86.1,84,106,79.2,15,25,60.0,3,1.2,1.4,1.8,16,29,12,4,38,39,3.44,27,0,4,5,3,0,4,0.35,3,0,0,1,0,0,564,11,79,276,220,32,563,44,19,43.2,21,47.7,308,2227,1221,43,31,8,28,7,378,56,23,11,11,11,1,8,16,50.0,8,19,3,16,5,28,8,0
1100,Makoto Hasebe,JPN,"DF,MF",Eint Frankfurt,Bundesliga,39.0,1984.0,2.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,166,189,87.8,3210,1037,52,56,92.9,100,109,91.7,14,23,60.9,0,0.0,0.2,0.0,0,7,2,0,10,3,1.24,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,209,11,73,125,12,0,209,0,0,0.0,0,0.0,141,726,432,0,1,0,1,1,159,3,4,2,2,2,0,3,6,50.0,3,2,1,1,2,6,5,0
1101,Daiki Hashioka,JPN,DF,Luton Town,Premier League,24.0,1999.0,6.6,0,2,0,0.0,0.3,0.0,0.0,0.0,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,227,282,80.5,3875,1580,101,108,93.5,107,126,84.9,16,34,47.1,0,0.7,0.3,-0.7,3,14,4,3,21,8,1.21,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,355,51,165,137,55,2,355,2,1,50.0,1,50.0,184,799,303,3,3,0,8,6,206,16,11,5,6,4,1,5,11,45.5,6,12,7,5,8,19,20,0
1102,Hans Hateboer,NED,DF,Atalanta,Serie A,29.0,1994.0,12.4,0,11,3,27.3,0.89,0.24,0.0,0.0,18.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,514,616,83.4,7813,2447,303,324,93.5,174,210,82.9,27,47,57.4,1,2.0,1.2,-1.0,22,27,17,13,42,33,2.67,28,0,2,2,0,1,3,0.24,3,0,0,0,0,0,714,32,174,297,245,22,714,11,6,54.5,4,36.4,352,1548,764,19,19,3,8,4,468,71,12,5,8,2,2,5,15,33.3,10,21,7,14,4,16,21,0
1103,Pantelis Hatzidiakos,GRE,DF,Cagliari,Serie A,26.0,1997.0,9.5,0,4,1,25.0,0.42,0.11,0.0,0.0,14.0,0,0,0,0.4,0.4,0.1,-0.4,-0.4,328,405,81.0,6195,2526,125,129,96.9,159,190,83.7,40,68,58.8,0,0.0,0.2,0.0,1,31,3,1,34,5,0.53,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0,505,50,229,237,43,8,505,3,1,33.3,2,66.7,245,1072,581,3,7,1,6,3,289,7,22,10,12,10,0,10,17,58.8,7,14,5,9,13,35,30,1
1104,Kai Havertz,GER,"MF,FW",Arsenal,Premier League,24.0,1999.0,29.3,13,68,27,39.7,2.32,0.92,0.18,0.44,12.4,0,1,1,12.3,11.6,0.17,0.7,0.4,764,955,80.0,9583,2405,525,609,86.2,195,245,79.6,7,15,46.7,7,4.4,4.3,2.6,46,65,29,1,99,106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0,1282,29,143,541,611,184,1281,42,16,38.1,19,45.2,686,3077,1532,55,36,23,54,35,918,191,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0
1105,Thorgan Hazard,BEL,DF,Dortmund,Bundesliga,30.0,1993.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,9,77.8,113,45,4,6,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,0,1,6,2,0,9,0,0,0.0,0,0.0,4,9,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1106,Jan Paul van Hecke,NED,DF,Brighton,Premier League,23.0,2000.0,26.3,0,15,6,40.0,0.57,0.23,0.0,0.0,11.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2,2225,2415,92.1,38300,14722,939,991,94.8,1109,1181,93.9,136,186,73.1,0,0.9,1.1,-0.9,10,156,10,1,147,37,1.41,35,0,0,1,0,1,3,0.11,3,0,0,0,0,0,2668,324,1209,1311,157,20,2668,9,5,55.6,2,22.2,1918,10198,6274,25,41,2,16,3,2080,7,47,26,25,19,3,27,45,60.0,18,49,27,22,30,77,76,4
1107,Hwang Hee-chan,KOR,"FW,MF",Wolves,Premier League,27.0,1996.0,23.5,12,44,17,38.6,1.87,0.72,0.25,0.65,12.2,0,1,1,7.7,6.9,0.16,4.3,4.1,424,551,77.0,5661,1028,256,312,82.1,131,162,80.9,13,21,61.9,3,3.0,2.9,0.0,17,19,7,2,37,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0,777,13,100,345,344,103,776,69,36,52.2,30,43.5,478,2586,999,37,21,24,55,31,564,120,20,10,11,8,1,9,24,37.5,15,19,1,18,10,30,9,0
1108,Silvan Hefti,SUI,"MF,DF",Genoa,Serie A,25.0,1997.0,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,39,61.5,356,119,15,20,75.0,6,11,54.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0
1109,Silvan Hefti,SUI,"DF,FW",Montpellier,Ligue 1,25.0,1997.0,7.9,0,4,1,25.0,0.51,0.13,0.0,0.0,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,238,328,72.6,3494,1326,132,158,83.5,81,115,70.4,10,27,37.0,1,1.0,1.1,0.0,3,12,7,3,25,11,1.39,9,1,0,1,0,0,3,0.38,3,0,0,0,0,0,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36,21,15,10,7,4,15,29,51.7,14,7,2,5,8,29,11,0
1110,Dominique Heintz,GER,DF,Köln,Bundesliga,29.0,1993.0,6.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,349,423,82.5,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0.5,0.7,-0.5,7,24,6,5,30,14,2.22,12,1,1,0,0,0,0,0.0,0,0,0,0,0,0,489,37,154,274,64,2,489,4,3,75.0,1,25.0,253,1278,699,10,12,1,6,3,307,16,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0
1111,Dean Henderson,ENG,GK,Crystal Palace,Premier League,26.0,1997.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,280,485,57.7,7596,5485,75,78,96.2,120,123,97.6,81,277,29.2,0,0.0,0.0,0.0,0,9,1,0,0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,536,478,536,0,0,0,536,0,0,0.0,0,0.0,284,1668,734,0,0,0,1,0,233,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,2
1112,Liam Henderson,SCO,MF,Empoli,Serie A,27.0,1996.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,4,1,0,5,0,0,0.0,0,0.0,3,24,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1113,Benjamin Henrichs,GER,DF,RB Leipzig,Bundesliga,26.0,1997.0,28.1,1,35,9,25.7,1.25,0.32,0.03,0.11,19.1,4,0,0,2.5,2.5,0.07,-1.5,-1.5,1314,1670,78.7,21612,8038,657,743,88.4,548,673,81.4,85,165,51.5,5,4.4,6.0,0.6,40,78,46,11,124,89,3.17,69,4,6,5,1,4,13,0.46,10,0,0,2,1,0,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0
1114,Henrique,BRA,DF,Lyon,Ligue 1,29.0,1994.0,6.7,1,8,3,37.5,1.19,0.44,0.13,0.33,18.3,0,0,0,0.3,0.3,0.04,0.7,0.7,351,400,87.8,4829,1386,209,221,94.6,113,129,87.6,13,25,52.0,0,0.4,0.6,-0.4,5,28,5,4,36,9,1.33,6,1,1,0,1,0,1,0.15,1,0,0,0,0,0,452,12,100,217,140,12,452,7,2,28.6,4,57.1,327,1716,958,20,14,2,4,2,309,33,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0
1115,Luis Henrique,BRA,"FW,DF",Marseille,Ligue 1,21.0,2001.0,8.7,1,12,3,25.0,1.38,0.34,0.08,0.33,19.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,300,387,77.5,5161,1430,145,172,84.3,121,152,79.6,27,45,60.0,0,0.7,0.9,-0.7,10,25,14,5,40,29,3.33,27,0,2,0,0,0,0,0.0,0,0,0,0,0,0,472,9,71,185,227,25,472,25,13,52.0,11,44.0,366,2503,1158,30,26,9,16,9,346,84,8,7,4,1,3,4,7,57.1,3,9,0,9,8,16,3,0
1116,Luiz Henrique,BRA,FW,Betis,La Liga,22.0,2001.0,6.8,0,18,3,16.7,2.63,0.44,0.0,0.0,15.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2,146,211,69.2,2292,489,78,101,77.2,46,62,74.2,13,24,54.2,3,1.6,1.5,1.4,11,10,10,6,17,30,4.38,20,0,6,4,0,0,5,0.73,3,0,2,0,0,0,319,4,33,135,156,34,319,47,26,55.3,13,27.7,205,1791,897,35,14,10,13,17,235,58,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0
1117,Matheus Henrique,BRA,MF,Sassuolo,Serie A,25.0,1997.0,27.8,2,19,7,36.8,0.68,0.25,0.11,0.29,20.7,0,0,0,2.3,2.3,0.12,-0.3,-0.3,831,1017,81.7,15414,5187,331,389,85.1,376,425,88.5,102,157,65.0,2,1.6,1.6,0.4,36,90,22,3,94,77,2.77,63,7,1,3,3,0,5,0.18,5,0,0,0,0,0,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44,43,29,21,18,4,18,43,41.9,25,18,8,10,25,68,31,6
